question_id,user_id,topic,word_count,word_count_bucket,created_date,created_dow,created_is_weekend,asker_country,asker_device_type,variant,asker_account_age_at_question_days,account_age_bucket,asker_prior_questions_count,asker_prior_quality_rate,num_views,num_answers,num_upvotes,upvote_rate,answer_rate,engagement_score,is_high_engagement,unique_answer_actors,unique_ask_actors,unique_upvote_actors,unique_view_actors,got_quality_answer
10817,2331,relationships,21,short,2026-06-18,Thursday,False,in,desktop,control,269,established (3-12mo),2,1.0,29,1,7,0.2413793103448276,0.034482758620689655,0.24402515723270438,0,0,1,2,3,1
35356,2331,technology,29,short,2026-07-27,Monday,False,in,desktop,control,308,established (3-12mo),3,1.0,30,4,20,0.6666666666666666,0.13333333333333333,0.43219641993226904,1,1,1,1,6,1
121,2332,sports,8,very_short,2026-06-01,Monday,False,gb,desktop,control,162,established (3-12mo),0,,16,1,3,0.1875,0.0625,0.13553459119496855,0,1,1,0,3,1
7711,2332,career,14,very_short,2026-06-13,Saturday,True,gb,desktop,control,174,established (3-12mo),1,1.0,17,2,6,0.35294117647058826,0.11764705882352941,0.19414610546686017,0,0,1,1,4,1
8317,2332,sports,22,short,2026-06-14,Sunday,True,gb,desktop,control,175,established (3-12mo),2,1.0,24,0,0,0.0,0.0,0.1346153846153846,0,0,1,0,3,0
10818,2332,sports,18,short,2026-06-18,Thursday,False,gb,desktop,control,179,established (3-12mo),3,0.6666666666666666,16,1,5,0.3125,0.0625,0.1481132075471698,0,0,1,1,3,1
12683,2332,health,30,short,2026-06-21,Sunday,True,gb,desktop,control,182,established (3-12mo),4,0.75,31,0,1,0.03225806451612903,0.0,0.18577648766328012,0,0,1,2,2,0
19712,2332,sports,38,medium,2026-07-02,Thursday,False,gb,desktop,control,193,established (3-12mo),5,0.6,27,1,2,0.07407407407407407,0.037037037037037035,0.19975810353168844,0,0,1,1,4,0
25400,2332,career,17,short,2026-07-11,Saturday,True,gb,desktop,control,202,established (3-12mo),6,0.5,12,0,0,0.0,0.0,0.05769230769230769,0,0,1,0,1,0
29646,2332,finance,41,medium,2026-07-18,Saturday,True,gb,desktop,control,209,established (3-12mo),7,0.42857142857142855,16,0,1,0.0625,0.0,0.08962264150943396,0,0,1,1,2,0
31552,2332,science,28,short,2026-07-21,Tuesday,False,gb,desktop,control,212,established (3-12mo),8,0.375,19,1,2,0.10526315789473684,0.05263157894736842,0.14847605224963714,0,1,1,1,2,0
36572,2332,relationships,61,long,2026-07-29,Wednesday,False,gb,desktop,control,220,established (3-12mo),9,0.3333333333333333,23,2,8,0.34782608695652173,0.08695652173913043,0.2451862602805999,0,1,1,1,3,1
1999,2333,technology,28,short,2026-06-04,Thursday,False,ph,desktop,control,424,veteran (1yr+),0,,27,3,11,0.4074074074074074,0.1111111111111111,0.32302854378326074,1,1,1,1,5,1
2631,2333,technology,26,short,2026-06-05,Friday,False,ph,desktop,control,425,veteran (1yr+),1,1.0,21,5,24,1.1428571428571428,0.23809523809523808,0.43299467827769716,1,1,1,3,4,1
13322,2333,education,18,short,2026-06-22,Monday,False,ph,desktop,control,442,veteran (1yr+),2,1.0,25,2,10,0.4,0.08,0.27058538945331395,1,0,1,2,4,1
15275,2333,politics,28,short,2026-06-25,Thursday,False,ph,desktop,control,445,veteran (1yr+),3,1.0,18,0,0,0.0,0.0,0.09615384615384615,0,0,1,2,0,0
19076,2333,relationships,35,medium,2026-07-01,Wednesday,False,ph,desktop,control,451,veteran (1yr+),4,0.75,23,1,6,0.2608695652173913,0.043478260869565216,0.1992743105950653,0,0,1,3,1,1
20359,2333,travel,32,medium,2026-07-03,Friday,False,ph,desktop,control,453,veteran (1yr+),5,0.8,20,2,13,0.65,0.1,0.25740203193033384,0,1,1,0,4,1
24784,2333,technology,24,short,2026-07-10,Friday,False,ph,desktop,control,460,veteran (1yr+),6,0.8333333333333334,22,7,31,1.4090909090909092,0.3181818181818182,0.5500967585873245,1,3,1,1,6,1
26033,2333,relationships,33,medium,2026-07-12,Sunday,True,ph,desktop,control,462,veteran (1yr+),7,0.8571428571428571,25,1,6,0.24,0.04,0.21209482341557814,0,0,1,1,4,1
26657,2333,health,38,medium,2026-07-13,Monday,False,ph,desktop,control,463,veteran (1yr+),8,0.875,21,3,13,0.6190476190476191,0.14285714285714285,0.2971456216739235,1,1,1,1,4,1
30294,2333,education,35,medium,2026-07-19,Sunday,True,ph,desktop,control,469,veteran (1yr+),9,0.8888888888888888,23,1,5,0.21739130434782608,0.043478260869565216,0.19298500241896469,0,0,1,1,3,1
32197,2333,career,38,medium,2026-07-22,Wednesday,False,ph,desktop,control,472,veteran (1yr+),10,0.9,21,3,9,0.42857142857142855,0.14285714285714285,0.271988388969521,1,0,1,2,4,1
34097,2333,science,80,long,2026-07-25,Saturday,True,ph,desktop,control,475,veteran (1yr+),11,0.9090909090909091,22,3,15,0.6818181818181818,0.13636363636363635,0.31613449443638125,1,3,1,0,3,1
35357,2333,technology,51,medium,2026-07-27,Monday,False,ph,desktop,control,477,veteran (1yr+),12,0.9166666666666666,21,2,6,0.2857142857142857,0.09523809523809523,0.21978713110788584,0,1,1,2,2,1
13323,2334,science,21,short,2026-06-22,Monday,False,br,desktop,treatment,501,veteran (1yr+),0,,28,4,23,0.8214285714285714,0.14285714285714285,0.4382438316400581,1,1,1,2,5,1
15276,2334,travel,68,long,2026-06-25,Thursday,False,br,desktop,treatment,504,veteran (1yr+),1,1.0,21,1,8,0.38095238095238093,0.047619047619047616,0.19903241412675374,0,0,1,1,3,1
19713,2334,technology,61,long,2026-07-02,Thursday,False,br,desktop,treatment,511,veteran (1yr+),2,1.0,34,0,1,0.029411764705882353,0.0,0.20500725689404933,0,0,1,1,4,0
24785,2334,relationships,8,very_short,2026-07-10,Friday,False,br,desktop,treatment,519,veteran (1yr+),3,0.6666666666666666,14,4,14,1.0,0.2857142857142857,0.29189646831156263,1,1,1,3,2,1
5184,2335,technology,54,medium,2026-06-09,Tuesday,False,in,mobile,treatment,188,established (3-12mo),0,,21,1,6,0.2857142857142857,0.047619047619047616,0.18645379777455248,0,1,1,1,2,1
10819,2335,science,37,medium,2026-06-18,Thursday,False,in,mobile,treatment,197,established (3-12mo),1,1.0,23,0,1,0.043478260869565216,0.0,0.13449443638122885,0,1,1,0,2,0
11422,2335,politics,32,medium,2026-06-19,Friday,False,in,mobile,treatment,198,established (3-12mo),2,0.5,25,1,3,0.12,0.04,0.19322689888727626,0,1,1,1,3,1
19714,2335,career,36,medium,2026-07-02,Thursday,False,in,mobile,treatment,211,established (3-12mo),3,0.6666666666666666,14,1,3,0.21428571428571427,0.07142857142857142,0.12271407837445573,0,1,1,1,1,1
24786,2335,health,51,medium,2026-07-10,Friday,False,in,mobile,treatment,219,established (3-12mo),4,0.75,28,2,8,0.2857142857142857,0.07142857142857142,0.27723754233188197,1,0,1,2,4,1
27861,2335,technology,31,medium,2026-07-15,Wednesday,False,in,mobile,treatment,224,established (3-12mo),5,0.8,19,2,11,0.5789473684210527,0.10526315789473684,0.23841315916787612,0,1,1,0,4,1
5793,2336,sports,41,medium,2026-06-10,Wednesday,False,us,desktop,treatment,1090,veteran (1yr+),0,,33,2,9,0.2727272727272727,0.06060606060606061,0.3155781325592646,1,0,1,1,6,1
7712,2336,technology,38,medium,2026-06-13,Saturday,True,us,desktop,treatment,1093,veteran (1yr+),1,1.0,19,2,7,0.3684210526315789,0.10526315789473684,0.2132559264634736,0,1,1,1,3,1
12040,2336,science,44,medium,2026-06-20,Saturday,True,us,desktop,treatment,1100,veteran (1yr+),2,1.0,21,1,3,0.14285714285714285,0.047619047619047616,0.1675858732462506,0,2,1,1,1,1
18455,2336,travel,40,medium,2026-06-30,Tuesday,False,us,desktop,treatment,1110,veteran (1yr+),3,1.0,27,2,8,0.2962962962962963,0.07407407407407407,0.2708272859216256,1,1,1,0,5,1
21573,2336,technology,39,medium,2026-07-05,Sunday,True,us,desktop,treatment,1115,veteran (1yr+),4,1.0,28,4,23,0.8214285714285714,0.14285714285714285,0.4382438316400581,1,2,1,1,5,1
22890,2336,politics,80,long,2026-07-07,Tuesday,False,us,desktop,treatment,1117,veteran (1yr+),5,1.0,21,0,0,0.0,0.0,0.11538461538461538,0,0,1,1,1,0
32198,2336,health,55,medium,2026-07-22,Wednesday,False,us,desktop,treatment,1132,veteran (1yr+),6,0.8333333333333334,24,0,0,0.0,0.0,0.1346153846153846,0,0,1,1,2,0
10820,2337,finance,30,short,2026-06-18,Thursday,False,in,mobile,treatment,872,veteran (1yr+),0,,18,0,0,0.0,0.0,0.09615384615384615,0,0,1,0,2,0
14024,2337,relationships,37,medium,2026-06-23,Tuesday,False,in,mobile,treatment,877,veteran (1yr+),1,0.0,28,1,4,0.14285714285714285,0.03571428571428571,0.2187469762941461,0,0,1,1,4,1
17809,2337,education,141,very_long,2026-06-29,Monday,False,in,mobile,treatment,883,veteran (1yr+),2,0.5,25,2,9,0.36,0.08,0.2642960812772133,0,0,1,0,6,1
24180,2337,finance,59,medium,2026-07-09,Thursday,False,in,mobile,treatment,893,veteran (1yr+),3,0.6666666666666666,17,1,5,0.29411764705882354,0.058823529411764705,0.15452346395742622,0,0,1,0,4,1
27278,2337,politics,14,very_short,2026-07-14,Tuesday,False,in,mobile,treatment,898,veteran (1yr+),4,0.75,17,3,10,0.5882352941176471,0.17647058823529413,0.252636671504596,0,2,1,0,4,1
2000,2338,politics,27,short,2026-06-04,Thursday,False,gb,desktop,treatment,1002,veteran (1yr+),0,,21,2,9,0.42857142857142855,0.09523809523809523,0.23865505563618772,0,2,1,0,3,1
13324,2338,education,49,medium,2026-06-22,Monday,False,gb,desktop,treatment,1020,veteran (1yr+),1,1.0,22,2,12,0.5454545454545454,0.09090909090909091,0.263933236574746,0,0,1,2,3,1
15277,2338,technology,51,medium,2026-06-25,Thursday,False,gb,desktop,treatment,1023,veteran (1yr+),2,1.0,27,3,18,0.6666666666666666,0.1111111111111111,0.36705370101596513,1,0,1,2,5,1
33453,2338,sports,49,medium,2026-07-24,Friday,False,gb,desktop,treatment,1052,veteran (1yr+),3,1.0,15,3,17,1.1333333333333333,0.2,0.28384131591678763,1,0,1,2,3,1
35973,2338,relationships,36,medium,2026-07-28,Tuesday,False,gb,desktop,treatment,1056,veteran (1yr+),4,1.0,20,0,0,0.0,0.0,0.10897435897435898,0,0,1,0,2,0
1376,2339,health,13,very_short,2026-06-03,Wednesday,False,in,mobile,control,1126,veteran (1yr+),0,,27,1,6,0.2222222222222222,0.037037037037037035,0.22491533623609095,0,1,1,0,4,1
3270,2339,health,24,short,2026-06-06,Saturday,True,in,mobile,control,1129,veteran (1yr+),1,1.0,29,1,4,0.13793103448275862,0.034482758620689655,0.2251572327044025,0,0,1,4,1,1
2632,2340,career,19,short,2026-06-05,Friday,False,us,desktop,control,773,veteran (1yr+),0,,17,6,21,1.2352941176470589,0.35294117647058826,0.421819061441703,1,1,1,5,3,1
10200,2341,science,31,medium,2026-06-17,Wednesday,False,ca,mobile,treatment,361,veteran (1yr+),0,,28,3,14,0.5,0.10714285714285714,0.34830672472181906,1,1,1,2,4,1
12041,2341,health,38,medium,2026-06-20,Saturday,True,ca,mobile,treatment,364,veteran (1yr+),1,1.0,23,3,15,0.6521739130434783,0.13043478260869565,0.32254475084663764,1,0,1,2,4,1
18456,2341,science,31,medium,2026-06-30,Tuesday,False,ca,mobile,treatment,374,veteran (1yr+),2,1.0,26,6,23,0.8846153846153846,0.23076923076923078,0.4920899854862119,1,0,1,3,7,1
25401,2341,politics,70,long,2026-07-11,Saturday,True,ca,mobile,treatment,385,veteran (1yr+),3,1.0,35,1,5,0.14285714285714285,0.02857142857142857,0.2699080793420416,1,1,1,2,3,1
33454,2341,politics,39,medium,2026-07-24,Friday,False,ca,mobile,treatment,398,veteran (1yr+),4,1.0,30,2,8,0.26666666666666666,0.06666666666666667,0.2900580551523948,1,1,1,0,5,1
4565,2342,education,30,short,2026-06-08,Monday,False,us,mobile,control,283,established (3-12mo),0,,22,0,1,0.045454545454545456,0.0,0.1280841799709724,0,0,1,0,3,0
19715,2343,sports,27,short,2026-07-02,Thursday,False,au,desktop,control,95,established (3-12mo),0,,18,2,8,0.4444444444444444,0.1111111111111111,0.21313497822931785,0,2,1,1,2,1
30295,2343,relationships,34,medium,2026-07-19,Sunday,True,au,desktop,control,112,established (3-12mo),1,1.0,16,1,3,0.1875,0.0625,0.13553459119496855,0,1,1,0,3,1
15278,2345,science,10,very_short,2026-06-25,Thursday,False,in,mobile,control,270,established (3-12mo),0,,17,0,0,0.0,0.0,0.08974358974358974,0,0,1,0,2,0
19077,2345,sports,18,short,2026-07-01,Wednesday,False,in,mobile,control,276,established (3-12mo),1,0.0,21,1,4,0.19047619047619047,0.047619047619047616,0.17387518142235123,0,0,1,2,2,1
26034,2345,finance,32,medium,2026-07-12,Sunday,True,in,mobile,control,287,established (3-12mo),2,0.5,19,2,8,0.42105263157894735,0.10526315789473684,0.21954523463957423,0,1,1,2,2,1
28469,2345,relationships,52,medium,2026-07-16,Thursday,False,in,mobile,control,291,established (3-12mo),3,0.6666666666666666,19,1,4,0.21052631578947367,0.05263157894736842,0.1610546686018384,0,1,1,1,2,1
29082,2345,travel,11,very_short,2026-07-17,Friday,False,in,mobile,control,292,established (3-12mo),4,0.75,15,0,0,0.0,0.0,0.07692307692307693,0,0,1,1,0,0
30296,2345,politics,26,short,2026-07-19,Sunday,True,in,mobile,control,294,established (3-12mo),5,0.6,23,0,0,0.0,0.0,0.12820512820512822,0,0,1,1,1,0
35358,2345,science,55,medium,2026-07-27,Monday,False,in,mobile,control,302,established (3-12mo),6,0.5,28,1,5,0.17857142857142858,0.03571428571428571,0.22503628447024673,0,0,1,1,4,1
19716,2346,sports,37,medium,2026-07-02,Thursday,False,in,mobile,treatment,1054,veteran (1yr+),0,,29,1,6,0.20689655172413793,0.034482758620689655,0.23773584905660375,0,1,1,1,3,1
10201,2348,career,44,medium,2026-06-17,Wednesday,False,us,mobile,control,633,veteran (1yr+),0,,23,0,0,0.0,0.0,0.12820512820512822,0,0,1,1,1,0
27279,2348,career,35,medium,2026-07-14,Tuesday,False,us,mobile,control,660,veteran (1yr+),1,0.0,24,2,6,0.25,0.08333333333333333,0.23901790033865508,0,1,1,1,4,1
21574,2349,relationships,56,medium,2026-07-05,Sunday,True,us,mobile,control,1097,veteran (1yr+),0,,20,1,4,0.2,0.05,0.16746492501209484,0,0,1,0,4,1
30933,2349,science,42,medium,2026-07-20,Monday,False,us,mobile,control,1112,veteran (1yr+),1,1.0,24,1,5,0.20833333333333334,0.041666666666666664,0.19939525882922107,0,0,1,1,4,1
31553,2349,politics,20,short,2026-07-21,Tuesday,False,us,mobile,control,1113,veteran (1yr+),2,1.0,21,2,6,0.2857142857142857,0.09523809523809523,0.21978713110788584,0,0,1,1,4,1
760,2350,travel,26,short,2026-06-02,Tuesday,False,br,mobile,control,127,established (3-12mo),0,,14,1,4,0.2857142857142857,0.07142857142857142,0.12900338655055635,0,1,1,0,2,1
8318,2350,sports,59,medium,2026-06-14,Sunday,True,br,mobile,control,139,established (3-12mo),1,1.0,25,3,9,0.36,0.12,0.29762941461054665,1,1,1,0,6,1
8928,2350,career,10,very_short,2026-06-15,Monday,False,br,mobile,control,140,established (3-12mo),2,1.0,15,1,4,0.26666666666666666,0.06666666666666667,0.1354136429608128,0,1,1,1,1,1
10202,2350,technology,47,medium,2026-06-17,Wednesday,False,br,mobile,control,142,established (3-12mo),3,1.0,16,2,13,0.8125,0.125,0.23176100628930818,0,0,1,0,5,1
14025,2350,finance,38,medium,2026-06-23,Tuesday,False,br,mobile,control,148,established (3-12mo),4,1.0,23,3,13,0.5652173913043478,0.13043478260869565,0.3099661344944364,1,0,1,1,5,1
122,2351,technology,48,medium,2026-06-01,Monday,False,br,tablet,treatment,51,established (3-12mo),0,,35,0,1,0.02857142857142857,0.0,0.21141751330430578,0,1,1,2,2,0
761,2351,science,23,short,2026-06-02,Tuesday,False,br,tablet,treatment,52,established (3-12mo),1,0.0,35,0,1,0.02857142857142857,0.0,0.21141751330430578,0,1,1,0,4,0
6439,2351,career,23,short,2026-06-11,Thursday,False,br,tablet,treatment,61,established (3-12mo),2,0.0,28,5,29,1.0357142857142858,0.17857142857142858,0.5093130140299952,1,1,1,1,7,1
10821,2351,science,24,short,2026-06-18,Thursday,False,br,tablet,treatment,68,established (3-12mo),3,0.3333333333333333,33,3,15,0.45454545454545453,0.09090909090909091,0.38664731494920174,1,1,1,3,4,1
17149,2351,career,104,long,2026-06-28,Sunday,True,br,tablet,treatment,78,established (3-12mo),4,0.5,33,3,13,0.3939393939393939,0.09090909090909091,0.3740686985970005,1,0,1,1,7,1
20942,2351,technology,205,very_long,2026-07-04,Saturday,True,br,tablet,treatment,84,established (3-12mo),5,0.6,38,1,4,0.10526315789473684,0.02631578947368421,0.28284954039671023,1,0,1,2,4,1
22891,2351,technology,66,long,2026-07-07,Tuesday,False,br,tablet,treatment,87,established (3-12mo),6,0.6666666666666666,33,2,10,0.30303030303030304,0.06060606060606061,0.3218674407353652,1,1,1,2,4,1
26658,2351,travel,19,short,2026-07-13,Monday,False,br,tablet,treatment,93,established (3-12mo),7,0.7142857142857143,31,2,12,0.3870967741935484,0.06451612903225806,0.3216255442670537,1,1,1,0,5,1
29083,2351,technology,30,short,2026-07-17,Friday,False,br,tablet,treatment,97,established (3-12mo),8,0.75,29,1,5,0.1724137931034483,0.034482758620689655,0.23144654088050312,0,0,1,1,4,1
35974,2351,relationships,57,medium,2026-07-28,Tuesday,False,br,tablet,treatment,108,established (3-12mo),9,0.7777777777777778,25,0,1,0.04,0.0,0.14731494920174165,0,0,1,2,2,0
36573,2351,technology,14,very_short,2026-07-29,Wednesday,False,br,tablet,treatment,109,established (3-12mo),10,0.7,20,2,9,0.45,0.1,0.2322447992259313,0,0,1,3,2,1
4566,2352,technology,23,short,2026-06-08,Monday,False,us,desktop,control,1064,veteran (1yr+),0,,49,1,8,0.16326530612244897,0.02040816326530612,0.3785195936139332,1,1,1,0,7,1
17810,2352,travel,30,short,2026-06-29,Monday,False,us,desktop,control,1085,veteran (1yr+),1,1.0,36,0,0,0.0,0.0,0.21153846153846154,0,1,1,0,3,0
19078,2352,travel,22,short,2026-07-01,Wednesday,False,us,desktop,control,1087,veteran (1yr+),2,0.5,26,1,7,0.2692307692307692,0.038461538461538464,0.22479438800193516,0,1,1,0,4,1
30934,2352,technology,64,long,2026-07-20,Monday,False,us,desktop,control,1106,veteran (1yr+),3,0.6666666666666666,34,3,19,0.5588235294117647,0.08823529411764706,0.41821480406386063,1,1,1,0,7,1
35975,2352,science,9,very_short,2026-07-28,Tuesday,False,us,desktop,control,1114,veteran (1yr+),4,0.75,22,1,3,0.13636363636363635,0.045454545454545456,0.17399612965650701,0,0,1,0,4,1
2001,2354,relationships,45,medium,2026-06-04,Thursday,False,us,tablet,treatment,669,veteran (1yr+),0,,21,1,3,0.14285714285714285,0.047619047619047616,0.1675858732462506,0,1,1,0,3,1
33455,2354,relationships,12,very_short,2026-07-24,Friday,False,us,tablet,treatment,719,veteran (1yr+),1,1.0,14,0,1,0.07142857142857142,0.0,0.07680212868892114,0,0,1,2,0,0
37229,2354,health,30,short,2026-07-30,Thursday,False,us,tablet,treatment,725,veteran (1yr+),2,0.5,21,3,14,0.6666666666666666,0.14285714285714285,0.3034349298500241,1,0,1,1,5,1
4567,2355,career,15,very_short,2026-06-08,Monday,False,au,tablet,treatment,786,veteran (1yr+),0,,30,1,5,0.16666666666666666,0.03333333333333333,0.23785679729075956,0,0,1,1,4,1
6440,2355,sports,23,short,2026-06-11,Thursday,False,au,tablet,treatment,789,veteran (1yr+),1,1.0,27,1,7,0.25925925925925924,0.037037037037037035,0.23120464441219157,0,0,1,1,4,1
10203,2355,travel,50,medium,2026-06-17,Wednesday,False,au,tablet,treatment,795,veteran (1yr+),2,1.0,24,2,11,0.4583333333333333,0.08333333333333333,0.2704644412191582,1,0,1,1,5,1
26659,2355,technology,22,short,2026-07-13,Monday,False,au,tablet,treatment,821,veteran (1yr+),3,1.0,28,2,8,0.2857142857142857,0.07142857142857142,0.27723754233188197,1,3,1,0,3,1
32199,2355,finance,112,long,2026-07-22,Wednesday,False,au,tablet,treatment,830,veteran (1yr+),4,1.0,19,4,17,0.8947368421052632,0.21052631578947367,0.3428156748911466,1,2,1,1,4,1
20360,2356,technology,74,long,2026-07-03,Friday,False,in,tablet,treatment,1157,veteran (1yr+),0,,35,0,1,0.02857142857142857,0.0,0.21141751330430578,0,1,1,0,4,0
22224,2356,career,33,medium,2026-07-06,Monday,False,in,tablet,treatment,1160,veteran (1yr+),1,0.0,24,1,4,0.16666666666666666,0.041666666666666664,0.19310595065312045,0,0,1,1,4,1
13325,2357,career,46,medium,2026-06-22,Monday,False,ca,mobile,treatment,222,established (3-12mo),0,,26,0,1,0.038461538461538464,0.0,0.15372520561199807,0,0,1,1,3,0
7713,2358,politics,27,short,2026-06-13,Saturday,True,br,mobile,control,85,established (3-12mo),0,,27,2,8,0.2962962962962963,0.07407407407407407,0.2708272859216256,1,0,1,2,4,1
15883,2358,science,56,medium,2026-06-26,Friday,False,br,mobile,control,98,established (3-12mo),1,1.0,29,1,3,0.10344827586206896,0.034482758620689655,0.21886792452830187,0,2,1,1,2,1
21575,2358,career,37,medium,2026-07-05,Sunday,True,br,mobile,control,107,established (3-12mo),2,1.0,18,1,6,0.3333333333333333,0.05555555555555555,0.16722302854378324,0,1,1,1,2,1
34712,2358,career,39,medium,2026-07-26,Sunday,True,br,mobile,control,128,established (3-12mo),3,1.0,22,2,11,0.5,0.09090909090909091,0.25764392839864536,0,0,1,1,4,1
4568,2359,career,35,medium,2026-06-08,Monday,False,br,mobile,control,162,established (3-12mo),0,,14,1,7,0.5,0.07142857142857142,0.14787131107885823,0,1,1,0,2,1
5794,2359,technology,32,medium,2026-06-10,Wednesday,False,br,mobile,control,164,established (3-12mo),1,1.0,21,0,0,0.0,0.0,0.11538461538461538,0,0,1,2,0,0
8929,2359,technology,39,medium,2026-06-15,Monday,False,br,mobile,control,169,established (3-12mo),2,0.5,18,2,8,0.4444444444444444,0.1111111111111111,0.21313497822931785,0,0,1,1,4,1
10822,2359,education,38,medium,2026-06-18,Thursday,False,br,mobile,control,172,established (3-12mo),3,0.6666666666666666,19,2,6,0.3157894736842105,0.10526315789473684,0.20696661828737298,0,0,1,0,5,1
11423,2359,education,16,short,2026-06-19,Friday,False,br,mobile,control,173,established (3-12mo),4,0.75,19,1,4,0.21052631578947367,0.05263157894736842,0.1610546686018384,0,1,1,0,3,1
14026,2359,technology,22,short,2026-06-23,Tuesday,False,br,mobile,control,177,established (3-12mo),5,0.8,17,0,1,0.058823529411764705,0.0,0.09603289791969037,0,0,1,2,1,0
17811,2359,science,36,medium,2026-06-29,Monday,False,br,mobile,control,183,established (3-12mo),6,0.6666666666666666,20,2,4,0.2,0.1,0.20079825834542817,0,0,1,1,4,1
26660,2359,finance,39,medium,2026-07-13,Monday,False,br,mobile,control,197,established (3-12mo),7,0.7142857142857143,25,0,0,0.0,0.0,0.14102564102564102,0,0,1,0,3,0
29647,2359,career,35,medium,2026-07-18,Saturday,True,br,mobile,control,202,established (3-12mo),8,0.625,25,0,0,0.0,0.0,0.14102564102564102,0,0,1,0,3,0
30297,2359,career,30,short,2026-07-19,Sunday,True,br,mobile,control,203,established (3-12mo),9,0.5555555555555556,23,1,7,0.30434782608695654,0.043478260869565216,0.20556361877116594,0,0,1,2,2,1
2633,2360,politics,38,medium,2026-06-05,Friday,False,us,mobile,control,307,established (3-12mo),0,,26,1,6,0.23076923076923078,0.038461538461538464,0.21850507982583453,0,1,1,0,4,1
1377,2361,career,29,short,2026-06-03,Wednesday,False,gb,mobile,control,939,veteran (1yr+),0,,24,2,8,0.3333333333333333,0.08333333333333333,0.2515965166908563,0,1,1,3,2,1
5795,2361,career,45,medium,2026-06-10,Wednesday,False,gb,mobile,control,946,veteran (1yr+),1,1.0,37,1,3,0.08108108108108109,0.02702702702702703,0.27014997581035316,1,0,1,1,5,1
7094,2362,finance,37,medium,2026-06-12,Friday,False,de,mobile,control,429,veteran (1yr+),0,,25,2,11,0.44,0.08,0.2768746976294146,1,1,1,4,1,1
23538,2362,relationships,15,very_short,2026-07-08,Wednesday,False,de,mobile,control,455,veteran (1yr+),1,1.0,13,0,0,0.0,0.0,0.06410256410256411,0,0,1,0,1,0
33456,2362,sports,60,medium,2026-07-24,Friday,False,de,mobile,control,471,veteran (1yr+),2,0.5,16,2,11,0.6875,0.125,0.21918238993710693,0,1,1,1,3,1
1378,2365,career,177,very_long,2026-06-03,Wednesday,False,us,mobile,control,115,established (3-12mo),0,,23,2,11,0.4782608695652174,0.08695652173913043,0.2640541848089018,0,0,1,2,3,1
2634,2365,health,15,very_short,2026-06-05,Friday,False,us,mobile,control,117,established (3-12mo),1,1.0,17,0,0,0.0,0.0,0.08974358974358974,0,0,1,1,1,0
14669,2365,science,34,medium,2026-06-24,Wednesday,False,us,mobile,control,136,established (3-12mo),2,0.5,23,0,1,0.043478260869565216,0.0,0.13449443638122885,0,1,1,0,2,0
21576,2365,education,33,medium,2026-07-05,Sunday,True,us,mobile,control,147,established (3-12mo),3,0.3333333333333333,27,1,4,0.14814814814814814,0.037037037037037035,0.2123367198838897,0,0,1,1,4,1
28470,2365,sports,63,long,2026-07-16,Thursday,False,us,mobile,control,158,established (3-12mo),4,0.5,21,1,6,0.2857142857142857,0.047619047619047616,0.18645379777455248,0,0,1,1,3,1
32817,2365,technology,25,short,2026-07-23,Thursday,False,us,mobile,control,165,established (3-12mo),5,0.6,21,2,9,0.42857142857142855,0.09523809523809523,0.23865505563618772,0,0,1,0,5,1
7714,2366,politics,17,short,2026-06-13,Saturday,True,us,mobile,control,252,established (3-12mo),0,,19,4,10,0.5263157894736842,0.21052631578947367,0.2987905176584422,1,0,1,4,3,1
10204,2366,health,24,short,2026-06-17,Wednesday,False,us,mobile,control,256,established (3-12mo),1,1.0,24,0,0,0.0,0.0,0.1346153846153846,0,0,1,0,3,0
25402,2366,education,8,very_short,2026-07-11,Saturday,True,us,mobile,control,280,established (3-12mo),2,0.5,17,1,4,0.23529411764705882,0.058823529411764705,0.1482341557813256,0,0,1,0,4,1
27280,2366,science,33,medium,2026-07-14,Tuesday,False,us,mobile,control,283,established (3-12mo),3,0.6666666666666666,22,1,4,0.18181818181818182,0.045454545454545456,0.18028543783260764,0,0,1,2,2,1
29648,2366,travel,47,medium,2026-07-18,Saturday,True,us,mobile,control,287,established (3-12mo),4,0.75,20,2,9,0.45,0.1,0.2322447992259313,0,2,1,0,3,1
6441,2367,career,79,long,2026-06-11,Thursday,False,us,mobile,treatment,764,veteran (1yr+),0,,26,2,10,0.38461538461538464,0.07692307692307693,0.27699564586357034,1,0,1,1,5,1
7095,2367,technology,48,medium,2026-06-12,Friday,False,us,mobile,treatment,765,veteran (1yr+),1,1.0,30,2,9,0.3,0.06666666666666667,0.29634736332849543,1,1,1,0,5,1
14670,2367,education,34,medium,2026-06-24,Wednesday,False,us,mobile,treatment,777,veteran (1yr+),2,1.0,24,0,1,0.041666666666666664,0.0,0.14090469279148524,0,0,1,1,3,0
15279,2367,relationships,76,long,2026-06-25,Thursday,False,us,mobile,treatment,778,veteran (1yr+),3,0.6666666666666666,30,3,9,0.3,0.1,0.3296806966618287,1,0,1,2,5,1
19079,2367,science,35,medium,2026-07-01,Wednesday,False,us,mobile,treatment,784,veteran (1yr+),4,0.75,21,2,8,0.38095238095238093,0.09523809523809523,0.2323657474600871,0,0,1,0,5,1
22892,2367,technology,17,short,2026-07-07,Tuesday,False,us,mobile,treatment,790,veteran (1yr+),5,0.8,23,0,1,0.043478260869565216,0.0,0.13449443638122885,0,0,1,1,2,0
