question_id,user_id,created_date,account_age_bucket,asker_account_age_at_question_days,asker_country,asker_device_type,asker_prior_quality_rate,asker_prior_questions_count,created_dow,created_is_weekend,log_word_count,topic,topic_prior_count,topic_prior_quality_rate,variant,word_count,word_count_bucket,word_count_z_within_topic,num_views,num_answers,num_upvotes,upvote_rate,answer_rate,engagement_score,is_high_engagement,unique_answer_actors,unique_ask_actors,unique_upvote_actors,unique_view_actors,got_quality_answer
15186,245,2026-06-25,veteran (1yr+),675,ca,mobile,0.5,2,Thursday,False,3.4339872044851463,health,1326,0.6900452488687783,treatment,30,short,-0.44854195515301687,31,0,0,0.0,0.0,0.1794871794871795,0,0,1,1,2,0
18977,245,2026-07-01,veteran (1yr+),681,ca,mobile,0.3333333333333333,3,Wednesday,False,3.7376696182833684,relationships,2303,0.7112462006079028,treatment,41,medium,0.0046688268112371695,25,3,13,0.52,0.12,0.3227866473149492,1,1,1,1,5,1
24669,245,2026-07-10,veteran (1yr+),690,ca,mobile,0.5,4,Friday,False,3.6109179126442243,education,2211,0.7019448213478064,treatment,36,medium,-0.18554061194110452,23,1,4,0.1739130434782608,0.0434782608695652,0.186695694242864,0,2,1,0,2,1
32088,245,2026-07-22,veteran (1yr+),702,ca,mobile,0.6,5,Wednesday,False,3.044522437723423,technology,5167,0.6963421714728082,treatment,20,short,-0.8754871428978209,17,0,0,0.0,0.0,0.0897435897435897,0,0,1,0,2,0
1244,246,2026-06-03,veteran (1yr+),826,us,mobile,,0,Wednesday,False,3.091042453358316,technology,194,0.6907216494845361,control,21,short,-0.834134212117985,24,1,5,0.2083333333333333,0.0416666666666666,0.199395258829221,0,1,1,2,2,1
3764,246,2026-06-07,veteran (1yr+),830,us,mobile,1.0,1,Sunday,True,3.1780538303479458,relationships,428,0.7172897196261683,control,23,short,-0.7571727663633878,16,0,1,0.0625,0.0,0.0896226415094339,0,0,1,1,2,0
6988,246,2026-06-12,veteran (1yr+),835,us,mobile,0.5,2,Friday,False,3.044522437723423,health,603,0.6799336650082919,control,20,short,-0.8566678046292993,13,0,1,0.0769230769230769,0.0,0.0703918722786647,0,1,1,0,1,0
13213,246,2026-06-22,veteran (1yr+),845,us,mobile,0.3333333333333333,3,Monday,False,2.9444389791664403,travel,1054,0.7371916508538899,control,18,short,-0.9434084305925445,10,3,10,1.0,0.3,0.2077648766328011,0,1,1,0,4,1
14555,246,2026-06-24,veteran (1yr+),847,us,mobile,0.5,4,Wednesday,False,3.4011973816621555,finance,1220,0.7,control,29,short,-0.48900083214921136,34,0,0,0.0,0.0,0.1987179487179487,0,0,1,0,4,0
16398,246,2026-06-27,veteran (1yr+),850,us,mobile,0.4,5,Saturday,True,3.7376696182833684,relationships,2005,0.7137157107231921,control,41,medium,0.0046688268112371695,28,3,13,0.4642857142857143,0.1071428571428571,0.3420174165457184,1,0,1,0,7,1
17027,246,2026-06-28,veteran (1yr+),851,us,mobile,0.5,6,Sunday,True,3.091042453358316,relationships,2079,0.7147667147667147,control,21,short,-0.8418218322716794,21,0,1,0.0476190476190476,0.0,0.121673923560716,0,0,1,0,3,0
19612,246,2026-07-02,veteran (1yr+),855,us,mobile,0.4285714285714285,7,Thursday,False,3.4657359027997265,relationships,2382,0.7107472712006717,control,31,medium,-0.4185765027302211,42,2,8,0.1904761904761904,0.0476190476190476,0.3669811320754716,1,1,1,3,4,1
27771,246,2026-07-15,veteran (1yr+),868,us,mobile,0.5,8,Wednesday,False,2.1972245773362196,sports,2209,0.679040289723857,control,8,very_short,-1.3934739766825175,13,0,0,0.0,0.0,0.0641025641025641,0,0,1,0,1,0
28981,246,2026-07-17,veteran (1yr+),870,us,mobile,0.4444444444444444,9,Friday,False,3.4011973816621555,travel,2326,0.7201203783319002,control,29,short,-0.48678365015994507,23,1,1,0.0434782608695652,0.0434782608695652,0.1678277697145621,0,1,1,0,3,0
30174,246,2026-07-19,veteran (1yr+),872,us,mobile,0.4,10,Sunday,True,4.3694478524670215,relationships,3645,0.7119341563786008,control,78,long,1.5706765461146328,28,0,0,0.0,0.0,0.1602564102564102,0,0,1,0,3,0
33996,246,2026-07-25,veteran (1yr+),878,us,mobile,0.3636363636363636,11,Saturday,True,3.5553480614894135,relationships,4118,0.711996114618747,control,34,medium,-0.29160290386778365,21,1,5,0.238095238095238,0.0476190476190476,0.1801644895984518,0,1,1,2,1,1
34601,246,2026-07-26,veteran (1yr+),879,us,mobile,0.4166666666666667,12,Sunday,True,4.23410650459726,relationships,4186,0.7118967988533206,control,68,long,1.1474312165731746,30,3,12,0.4,0.1,0.3485486211901306,1,1,1,2,4,1
13,247,2026-06-01,veteran (1yr+),551,us,tablet,,0,Monday,False,2.772588722239781,politics,0,0.6965985312442006,control,15,very_short,-1.121248192756033,20,0,1,0.05,0.0,0.1152636671504596,0,1,1,0,2,0
11324,247,2026-06-19,veteran (1yr+),569,us,tablet,0.0,1,Friday,False,4.574710978503383,politics,856,0.6892523364485982,control,96,long,2.396038097300989,33,3,17,0.5151515151515151,0.0909090909090909,0.399225931301403,1,1,1,0,7,1
36467,247,2026-07-29,veteran (1yr+),609,us,tablet,0.5,2,Wednesday,False,4.23410650459726,career,4077,0.683345597252882,control,68,long,1.1230884194193034,23,1,4,0.1739130434782608,0.0434782608695652,0.186695694242864,0,1,1,0,3,1
31439,248,2026-07-21,veteran (1yr+),885,in,desktop,,0,Tuesday,False,3.367295829986474,education,2849,0.6981396981396981,treatment,28,short,-0.5227159371944825,28,2,10,0.3571428571428571,0.0714285714285714,0.2898161586840832,1,1,1,2,3,1
14,249,2026-06-01,established (3-12mo),160,ph,mobile,,0,Monday,False,3.5553480614894135,finance,0,0.6965985312442006,control,34,medium,-0.2751769622069723,16,2,8,0.5,0.125,0.200314465408805,0,0,1,1,4,1
5693,249,2026-06-10,established (3-12mo),169,ph,mobile,1.0,1,Wednesday,False,2.70805020110221,career,678,0.6769911504424779,control,14,very_short,-1.1190887039622741,26,3,9,0.3461538461538461,0.1153846153846153,0.3040396710208031,1,1,1,1,5,1
14556,249,2026-06-24,established (3-12mo),183,ph,mobile,1.0,2,Wednesday,False,2.70805020110221,science,1503,0.6979374584165003,control,14,very_short,-1.1764617398758004,17,1,1,0.0588235294117647,0.0588235294117647,0.1293662312530237,0,0,1,1,3,0
15187,249,2026-06-25,established (3-12mo),184,ph,mobile,0.6666666666666666,3,Thursday,False,3.713572066704308,career,1728,0.6736111111111112,control,40,medium,-0.039521940852625705,27,1,4,0.1481481481481481,0.037037037037037,0.2123367198838897,0,0,1,1,4,1
24670,249,2026-07-10,established (3-12mo),199,ph,mobile,0.75,4,Friday,False,3.6888794541139363,science,2530,0.6992094861660079,control,39,medium,-0.0631453740610706,23,0,0,0.0,0.0,0.1282051282051282,0,0,1,2,0,0
25307,249,2026-07-11,established (3-12mo),200,ph,mobile,0.6,5,Saturday,True,2.302585092994046,science,2598,0.6974595842956121,control,9,very_short,-1.3991250130387465,19,1,2,0.1052631578947368,0.0526315789473684,0.1484760522496371,0,0,1,1,3,0
25927,249,2026-07-12,established (3-12mo),201,ph,mobile,0.5,6,Sunday,True,3.332204510175204,travel,2074,0.7193828351012537,control,27,short,-0.5698063375113268,23,2,8,0.3478260869565217,0.0869565217391304,0.2451862602805999,0,0,1,2,3,1
34602,249,2026-07-26,established (3-12mo),215,ph,mobile,0.5714285714285714,7,Sunday,True,3.4965075614664802,career,3880,0.6837628865979382,control,32,medium,-0.3716963295017483,18,1,5,0.2777777777777778,0.0555555555555555,0.1609337203676826,0,1,1,0,3,1
5694,250,2026-06-10,established (3-12mo),217,in,desktop,,0,Wednesday,False,4.343805421853684,relationships,659,0.7207890743550834,control,76,long,1.4860274802063411,28,3,16,0.5714285714285714,0.1071428571428571,0.3608853410740203,1,1,1,2,4,1
13899,250,2026-06-23,established (3-12mo),230,in,desktop,1.0,1,Tuesday,False,2.995732273553991,science,1432,0.6927374301675978,control,19,short,-0.9537984667128545,27,1,3,0.1111111111111111,0.037037037037037,0.206047411707789,0,1,1,0,4,1
15784,250,2026-06-26,established (3-12mo),233,in,desktop,1.0,2,Friday,False,3.4011973816621555,finance,1331,0.6964688204357626,control,29,short,-0.48900083214921136,32,2,9,0.28125,0.0625,0.3091678761490082,1,0,1,0,7,1
17028,250,2026-06-28,established (3-12mo),235,in,desktop,1.0,3,Sunday,True,3.5553480614894135,politics,1326,0.7021116138763197,control,34,medium,-0.2962057296562376,21,1,5,0.238095238095238,0.0476190476190476,0.1801644895984518,0,0,1,2,2,1
18978,250,2026-07-01,established (3-12mo),238,in,desktop,1.0,4,Wednesday,False,3.367295829986474,career,2165,0.6766743648960739,control,28,short,-0.5377835238263097,26,0,0,0.0,0.0,0.1474358974358974,0,0,1,1,2,0
20841,250,2026-07-04,established (3-12mo),241,in,desktop,0.8,5,Saturday,True,3.828641396489095,politics,1622,0.7034525277435265,control,45,medium,0.18145043319101234,30,2,11,0.3666666666666666,0.0666666666666666,0.3089259796806967,1,1,1,2,3,1
33997,250,2026-07-25,established (3-12mo),262,in,desktop,0.8333333333333334,6,Saturday,True,2.772588722239781,science,3502,0.6944603083952028,control,15,very_short,-1.1319290852432113,20,1,7,0.35,0.05,0.1863328495403967,0,0,1,0,4,1
7594,251,2026-06-13,veteran (1yr+),665,au,mobile,,0,Saturday,True,4.219507705176107,education,708,0.6949152542372882,treatment,67,long,1.1210137734157353,26,4,13,0.5,0.1538461538461538,0.362530237058539,1,0,1,2,6,1
10096,251,2026-06-17,veteran (1yr+),669,au,mobile,1.0,1,Wednesday,False,3.8501476017100584,science,1039,0.6920115495668913,treatment,46,medium,0.24858320836705375,12,0,0,0.0,0.0,0.0576923076923076,0,0,1,0,1,0
17029,251,2026-06-28,veteran (1yr+),680,au,mobile,0.5,2,Sunday,True,3.5263605246161616,career,1932,0.6739130434782609,treatment,33,medium,-0.330174530920608,31,2,9,0.2903225806451613,0.064516129032258,0.3027576197387518,1,1,1,0,5,1
8804,252,2026-06-15,established (3-12mo),213,br,mobile,,0,Monday,False,4.127134385045092,finance,720,0.7,treatment,61,long,0.8794719354811187,25,1,4,0.16,0.04,0.1995162070633769,0,0,1,1,4,1
8805,253,2026-06-15,established (3-12mo),70,br,mobile,,0,Monday,False,3.1354942159291497,technology,1415,0.6996466431095406,control,22,short,-0.792781281338149,25,1,5,0.2,0.04,0.2058055152394775,0,0,1,0,5,1
17030,253,2026-06-28,established (3-12mo),83,br,mobile,1.0,1,Sunday,True,3.295836866004329,finance,1447,0.691085003455425,control,26,short,-0.6172951541145548,18,0,1,0.0555555555555555,0.0,0.1024431543299467,0,1,1,1,1,0
23423,254,2026-07-08,veteran (1yr+),607,us,mobile,,0,Wednesday,False,3.8501476017100584,health,2025,0.6948148148148148,control,46,medium,0.20445940400903484,28,4,13,0.4642857142857143,0.1428571428571428,0.3753507498790517,1,1,1,2,5,1
17031,255,2026-06-28,veteran (1yr+),876,us,mobile,,0,Sunday,True,4.330733340286331,finance,1448,0.6906077348066298,treatment,75,long,1.4781787713193881,33,1,5,0.1515151515151515,0.0303030303030303,0.2570875665215287,0,0,1,2,4,1
26539,255,2026-07-13,veteran (1yr+),891,us,mobile,1.0,1,Monday,False,3.5263605246161616,travel,2128,0.7180451127819549,treatment,33,medium,-0.3207382754571816,21,1,2,0.0952380952380952,0.0476190476190476,0.1612965650701499,0,0,1,1,3,0
28362,255,2026-07-16,veteran (1yr+),894,us,mobile,0.5,2,Thursday,False,3.970291913552122,politics,2203,0.7090331366318656,treatment,52,medium,0.48541344591198954,19,1,5,0.2631578947368421,0.0526315789473684,0.167343976777939,0,0,1,1,3,1
10097,256,2026-06-17,veteran (1yr+),656,us,desktop,,0,Wednesday,False,4.143134726391533,career,1161,0.6666666666666666,treatment,62,long,0.8739576279324615,23,1,8,0.3478260869565217,0.0434782608695652,0.2118529269472665,0,0,1,0,4,1
28363,256,2026-07-16,veteran (1yr+),685,us,desktop,1.0,1,Thursday,False,3.9512437185814275,education,2544,0.7040094339622641,treatment,51,medium,0.44666312290897925,35,0,1,0.0285714285714285,0.0,0.2114175133043057,0,1,1,0,4,0
30175,256,2026-07-19,veteran (1yr+),688,us,desktop,0.5,2,Sunday,True,4.820281565605037,technology,4874,0.6953221173574067,treatment,123,very_long,3.3838647274252875,32,3,17,0.53125,0.09375,0.3928156748911466,1,1,1,1,6,1
13900,257,2026-06-23,veteran (1yr+),1076,ph,mobile,,0,Tuesday,False,3.8918202981106265,finance,1158,0.697754749568221,control,48,medium,0.32352987363129715,36,2,10,0.2777777777777778,0.0555555555555555,0.3410982099661344,1,2,1,1,4,1
23424,257,2026-07-08,veteran (1yr+),1091,ph,mobile,1.0,1,Wednesday,False,2.6390573296152584,finance,2042,0.692458374142997,control,13,very_short,-1.1732372159643765,20,3,13,0.65,0.15,0.2907353652636671,1,2,1,1,3,1
28364,257,2026-07-16,veteran (1yr+),1099,ph,mobile,1.0,2,Thursday,False,4.406719247264253,education,2545,0.7037328094302554,control,81,long,1.7110705926091467,24,0,0,0.0,0.0,0.1346153846153846,0,1,1,1,1,0
15,258,2026-06-01,veteran (1yr+),348,au,mobile,,0,Monday,False,3.6888794541139363,relationships,1,1.0,treatment,39,medium,-0.07998023909705448,25,0,0,0.0,0.0,0.141025641025641,0,0,1,1,2,0
3146,258,2026-06-06,veteran (1yr+),353,au,mobile,0.0,1,Saturday,True,3.4657359027997265,relationships,356,0.6966292134831461,treatment,31,medium,-0.4185765027302211,24,2,8,0.3333333333333333,0.0833333333333333,0.2515965166908563,0,1,1,1,4,1
11325,258,2026-06-19,veteran (1yr+),366,au,mobile,0.5,2,Friday,False,3.8501476017100584,sports,941,0.6748140276301806,treatment,46,medium,0.20015916710713852,21,2,7,0.3333333333333333,0.0952380952380952,0.2260764392839864,0,0,1,2,3,1
16399,258,2026-06-27,veteran (1yr+),374,au,mobile,0.6666666666666666,3,Saturday,True,3.6109179126442243,sports,1326,0.6787330316742082,treatment,36,medium,-0.21921797599540252,19,0,1,0.0526315789473684,0.0,0.1088534107402032,0,0,1,0,3,0
11326,259,2026-06-19,veteran (1yr+),573,ph,mobile,,0,Friday,False,4.406719247264253,finance,927,0.6990291262135923,control,81,long,1.734767415250075,44,4,21,0.4772727272727273,0.0909090909090909,0.5282293178519594,1,1,1,2,7,1
20254,259,2026-07-03,veteran (1yr+),587,ph,mobile,1.0,1,Friday,False,3.4657359027997265,health,1745,0.6962750716332379,control,31,medium,-0.40772937020538863,30,3,12,0.4,0.1,0.3485486211901306,1,1,1,2,4,1
28365,259,2026-07-16,veteran (1yr+),600,ph,mobile,1.0,2,Thursday,False,3.258096538021482,politics,2204,0.7091651542649727,control,25,short,-0.6870153174403512,31,5,27,0.8709677419354839,0.1612903225806451,0.5159651669085631,1,1,1,2,6,1
8806,260,2026-06-15,established (3-12mo),254,us,desktop,,0,Monday,False,3.6109179126442243,politics,661,0.6928895612708018,control,36,medium,-0.20935915459310123,24,0,1,0.0416666666666666,0.0,0.1409046927914852,0,1,1,1,2,0
8807,263,2026-06-15,veteran (1yr+),749,us,mobile,,0,Monday,False,3.6109179126442243,science,912,0.6885964912280702,treatment,36,medium,-0.1967433379588382,21,2,7,0.3333333333333333,0.0952380952380952,0.2260764392839864,0,1,1,0,4,1
12564,263,2026-06-21,veteran (1yr+),755,us,mobile,1.0,1,Sunday,True,3.5263605246161616,relationships,1532,0.706266318537859,treatment,33,medium,-0.3339274368219295,34,1,5,0.1470588235294117,0.0294117647058823,0.2634978229317852,0,1,1,0,5,1
22124,263,2026-07-06,veteran (1yr+),770,us,mobile,1.0,2,Monday,False,3.091042453358316,technology,3571,0.6970036404368524,treatment,21,short,-0.834134212117985,13,1,2,0.1538461538461538,0.0769230769230769,0.1100145137880986,0,0,1,1,2,0
29556,263,2026-07-18,veteran (1yr+),782,us,mobile,0.6666666666666666,3,Saturday,True,3.4339872044851463,technology,4767,0.6941472624292008,treatment,30,short,-0.4619578350994609,9,2,13,1.4444444444444444,0.2222222222222222,0.1868892114175132,0,0,1,0,4,1
30832,264,2026-07-20,veteran (1yr+),850,in,mobile,,0,Monday,False,2.8903717578961645,travel,2482,0.7163577759871071,control,17,short,-0.9849197742682354,18,2,6,0.3333333333333333,0.1111111111111111,0.2005563618771166,0,1,1,0,4,1
11327,266,2026-06-19,established (3-12mo),315,us,desktop,,0,Friday,False,3.295836866004329,sports,942,0.6751592356687898,control,26,short,-0.6385951190979435,23,1,0,0.0,0.0434782608695652,0.1615384615384615,0,0,1,1,2,0
33349,266,2026-07-24,established (3-12mo),350,us,desktop,0.0,1,Friday,False,3.4011973816621555,health,2923,0.6879917892576121,control,29,short,-0.4893545401006451,15,3,12,0.8,0.2,0.2523947750362845,0,0,1,0,5,1
7595,267,2026-06-13,veteran (1yr+),521,br,desktop,,0,Saturday,True,4.290459441148391,career,882,0.6746031746031746,treatment,72,long,1.2891756137438648,23,2,14,0.6086956521739131,0.0869565217391304,0.2829221093372037,1,0,1,1,4,1
8808,268,2026-06-15,established (3-12mo),299,gb,desktop,,0,Monday,False,3.6109179126442243,travel,685,0.743065693430657,treatment,36,medium,-0.196204244430109,21,3,15,0.7142857142857143,0.1428571428571428,0.3097242380261247,1,0,1,3,3,1
10710,268,2026-06-18,established (3-12mo),302,gb,desktop,1.0,1,Thursday,False,4.5217885770490405,health,940,0.6882978723404255,treatment,91,long,2.0410257266523053,29,1,6,0.2068965517241379,0.0344827586206896,0.2377358490566037,0,2,1,3,0,1
28366,268,2026-07-16,established (3-12mo),330,gb,desktop,1.0,2,Thursday,False,2.4849066497880004,science,2920,0.6962328767123288,treatment,11,very_short,-1.310059703773568,35,0,1,0.0285714285714285,0.0,0.2114175133043057,0,0,1,0,5,0
32709,268,2026-07-23,established (3-12mo),337,gb,desktop,0.6666666666666666,3,Thursday,False,4.31748811353631,sports,2587,0.6814843448009277,treatment,74,long,1.3744151677942535,27,1,5,0.1851851851851851,0.037037037037037,0.2186260280599903,0,1,1,0,4,1
18979,269,2026-07-01,established (3-12mo),325,us,mobile,,0,Wednesday,False,3.4339872044851463,career,2166,0.6763619575253924,treatment,30,short,-0.45473992666402896,29,2,9,0.3103448275862069,0.0689655172413793,0.289937106918239,1,0,1,2,4,1
3765,270,2026-06-07,veteran (1yr+),1153,ph,desktop,,0,Sunday,True,4.31748811353631,science,391,0.6649616368286445,treatment,74,long,1.4954975380795512,25,0,1,0.04,0.0,0.1473149492017416,0,0,1,1,3,0
6989,270,2026-06-12,veteran (1yr+),1158,ph,desktop,0.0,1,Friday,False,3.367295829986474,relationships,822,0.7141119221411192,treatment,28,short,-0.5455501015926586,20,1,1,0.05,0.05,0.1485970004837929,0,0,1,0,4,0
12565,270,2026-06-21,veteran (1yr+),1167,ph,desktop,0.0,2,Sunday,True,3.367295829986474,science,1297,0.6985350809560524,treatment,28,short,-0.5530045750195517,21,0,1,0.0476190476190476,0.0,0.121673923560716,0,0,1,0,3,0
13214,270,2026-06-22,veteran (1yr+),1168,ph,desktop,0.0,3,Monday,False,4.248495242049359,travel,1055,0.7374407582938388,treatment,69,long,1.1736700968676896,18,0,0,0.0,0.0,0.0961538461538461,0,0,1,0,2,0
16400,270,2026-06-27,veteran (1yr+),1173,ph,desktop,0.0,4,Saturday,True,3.4339872044851463,career,1853,0.6740420939017809,treatment,30,short,-0.45473992666402896,18,1,2,0.1111111111111111,0.0555555555555555,0.1420657958393807,0,0,1,1,3,0
18341,270,2026-06-30,veteran (1yr+),1176,ph,desktop,0.0,5,Tuesday,False,4.174387269895637,politics,1416,0.7048022598870056,treatment,64,long,1.0064928962908075,25,0,1,0.04,0.0,0.1473149492017416,0,0,1,0,4,0
29557,270,2026-07-18,veteran (1yr+),1194,ph,desktop,0.0,6,Saturday,True,4.356708826689592,science,3036,0.696969696969697,treatment,77,long,1.6290955019773188,17,1,8,0.4705882352941176,0.0588235294117647,0.1733913884857281,0,1,1,0,3,1
665,272,2026-06-02,veteran (1yr+),879,in,mobile,,0,Tuesday,False,2.995732273553991,sports,50,0.74,treatment,19,short,-0.9321591192697223,20,0,0,0.0,0.0,0.1089743589743589,0,0,1,0,2,0
15785,273,2026-06-26,veteran (1yr+),427,br,desktop,,0,Friday,False,3.828641396489095,technology,2540,0.6960629921259842,control,45,medium,0.15833612659807916,34,4,22,0.6470588235294118,0.1176470588235294,0.4704160619254958,1,2,1,3,4,1
6340,274,2026-06-11,established (3-12mo),80,us,desktop,,0,Thursday,False,2.772588722239781,relationships,739,0.7198917456021651,control,15,very_short,-1.0957690299965543,23,1,1,0.0434782608695652,0.0434782608695652,0.1678277697145621,0,0,1,0,4,0
16401,274,2026-06-27,established (3-12mo),96,us,desktop,0.0,1,Saturday,True,3.784189633918261,technology,2648,0.6978851963746223,control,43,medium,0.07563026503840715,13,0,1,0.0769230769230769,0.0,0.0703918722786647,0,1,1,0,1,0
17696,274,2026-06-29,established (3-12mo),98,us,desktop,0.0,2,Monday,False,2.833213344056216,science,1811,0.6957482054113749,control,16,short,-1.087396430610622,14,0,0,0.0,0.0,0.0705128205128205,0,0,1,0,1,0
31440,274,2026-07-21,established (3-12mo),120,us,desktop,0.0,3,Tuesday,False,3.7376696182833684,finance,2742,0.6900072939460248,control,41,medium,0.02417645571216242,20,0,1,0.05,0.0,0.1152636671504596,0,0,1,0,3,0
33350,274,2026-07-24,established (3-12mo),123,us,desktop,0.0,4,Friday,False,3.6109179126442243,health,2924,0.6880984952120383,control,36,medium,-0.2036664454672475,19,0,1,0.0526315789473684,0.0,0.1088534107402032,0,0,1,1,2,0
34603,274,2026-07-26,established (3-12mo),125,us,desktop,0.0,5,Sunday,True,3.9512437185814275,technology,5555,0.6946894689468947,control,51,medium,0.4064537112770952,25,2,14,0.56,0.08,0.2957426221577164,1,1,1,2,3,1
3147,275,2026-06-06,established (3-12mo),93,us,mobile,,0,Saturday,True,3.367295829986474,technology,536,0.6847014925373134,treatment,28,short,-0.544663696659133,20,0,1,0.05,0.0,0.1152636671504596,0,0,1,1,2,0
10711,275,2026-06-18,established (3-12mo),105,us,mobile,0.0,1,Thursday,False,3.6635616461296463,finance,873,0.7010309278350515,treatment,38,medium,-0.10411786625318104,22,1,5,0.2272727272727272,0.0454545454545454,0.1865747460087082,0,0,1,1,3,1
13901,275,2026-06-23,established (3-12mo),110,us,mobile,0.5,2,Tuesday,False,4.31748811353631,education,1256,0.7085987261146497,treatment,74,long,1.416042183012441,23,0,0,0.0,0.0,0.1282051282051282,0,0,1,1,1,0
35255,275,2026-07-27,established (3-12mo),144,us,mobile,0.3333333333333333,3,Monday,False,2.995732273553991,health,3077,0.6873578160545987,treatment,19,short,-0.8974803895769274,20,2,4,0.2,0.1,0.2007982583454281,0,0,1,2,3,1
1245,276,2026-06-03,veteran (1yr+),1180,ph,mobile,,0,Wednesday,False,3.4657359027997265,finance,108,0.6388888888888888,treatment,31,medium,-0.40347128417231576,19,2,10,0.5263157894736842,0.1052631578947368,0.2321238509917755,0,0,1,1,4,1
12566,276,2026-06-21,veteran (1yr+),1198,ph,mobile,1.0,1,Sunday,True,3.332204510175204,health,1100,0.6918181818181818,treatment,27,short,-0.5709797099959016,20,1,5,0.25,0.05,0.1737542331881954,0,0,1,0,4,1
19613,276,2026-07-02,veteran (1yr+),1209,ph,mobile,1.0,2,Thursday,False,3.8918202981106265,politics,1517,0.7033618984838497,treatment,48,medium,0.31172029578571686,28,2,8,0.2857142857142857,0.0714285714285714,0.2772375423318819,1,0,1,2,4,1
20842,276,2026-07-04,veteran (1yr+),1211,ph,mobile,1.0,3,Saturday,True,3.8501476017100584,relationships,2543,0.7093983484073928,treatment,46,medium,0.2162914915819663,19,0,0,0.0,0.0,0.1025641025641025,0,0,1,0,2,0
27772,276,2026-07-15,veteran (1yr+),1222,ph,mobile,0.75,4,Wednesday,False,3.912023005428146,technology,4472,0.6956618962432916,treatment,49,medium,0.3237478497174232,28,0,0,0.0,0.0,0.1602564102564102,0,2,1,0,1,0
2510,277,2026-06-05,veteran (1yr+),461,us,desktop,,0,Friday,False,3.713572066704308,sports,202,0.6584158415841584,treatment,40,medium,-0.0514671187543861,32,1,6,0.1875,0.03125,0.256966618287373,0,0,1,1,5,1
13215,277,2026-06-22,veteran (1yr+),478,us,desktop,1.0,1,Monday,False,3.6109179126442243,health,1159,0.6893874029335634,treatment,36,medium,-0.2036664454672475,22,0,0,0.0,0.0,0.1217948717948717,0,1,1,0,1,0
15786,277,2026-06-26,veteran (1yr+),482,us,desktop,0.5,2,Friday,False,4.204692619390966,health,1374,0.6914119359534207,treatment,66,long,1.0207111029615994,42,2,11,0.2619047619047619,0.0476190476190476,0.3858490566037735,1,1,1,1,6,1
25308,277,2026-07-11,veteran (1yr+),497,us,desktop,0.6666666666666666,3,Saturday,True,3.2188758248682006,technology,4085,0.6952264381884945,treatment,24,short,-0.710075419778477,22,1,8,0.3636363636363636,0.0454545454545454,0.2054426705370101,0,0,1,1,3,1
29558,277,2026-07-18,veteran (1yr+),504,us,desktop,0.75,4,Saturday,True,3.6635616461296463,technology,4768,0.6942114093959731,treatment,38,medium,-0.13113438886077286,19,2,9,0.4736842105263157,0.1052631578947368,0.2258345428156748,0,1,1,2,2,1
30176,277,2026-07-19,veteran (1yr+),505,us,desktop,0.8,5,Sunday,True,4.77912349311153,sports,2392,0.6806020066889632,treatment,118,long,3.219674597445434,26,1,6,0.2307692307692307,0.0384615384615384,0.2185050798258345,0,0,1,1,4,1
37112,277,2026-07-30,veteran (1yr+),516,us,desktop,0.8333333333333334,6,Thursday,False,4.875197323201151,science,3812,0.7017313746065058,treatment,130,very_long,3.9893261975045458,23,2,9,0.391304347826087,0.0869565217391304,0.2514755684567005,0,1,1,1,3,1
3766,278,2026-06-07,established (3-12mo),45,us,tablet,,0,Sunday,True,3.1780538303479458,career,449,0.7015590200445434,treatment,23,short,-0.7453925167320112,11,2,6,0.5454545454545454,0.1818181818181818,0.1556845670053217,0,1,1,0,3,1
19614,278,2026-07-02,established (3-12mo),70,us,tablet,1.0,1,Thursday,False,3.58351893845611,travel,1575,0.7244444444444444,treatment,35,medium,-0.23771558810579987,21,1,4,0.1904761904761904,0.0476190476190476,0.1738751814223512,0,0,1,1,3,1
25928,278,2026-07-12,established (3-12mo),80,us,tablet,1.0,2,Sunday,True,4.330733340286331,relationships,3127,0.7121842021106491,treatment,75,long,1.4437029472521954,21,0,1,0.0476190476190476,0.0,0.121673923560716,0,1,1,0,2,0
27163,278,2026-07-14,established (3-12mo),82,us,tablet,0.6666666666666666,3,Tuesday,False,2.70805020110221,politics,2117,0.7118564005668399,treatment,14,very_short,-1.164671480287601,14,0,0,0.0,0.0,0.0705128205128205,0,0,1,0,1,0
33351,278,2026-07-24,established (3-12mo),92,us,tablet,0.5,4,Friday,False,3.091042453358316,relationships,4050,0.711358024691358,treatment,21,short,-0.8418218322716794,11,1,6,0.5454545454545454,0.0909090909090909,0.1223512336719883,0,0,1,1,2,1
666,279,2026-06-02,veteran (1yr+),474,us,desktop,,0,Tuesday,False,4.718498871295094,sports,51,0.7254901960784313,treatment,111,long,2.926110597273655,31,0,0,0.0,0.0,0.1794871794871795,0,1,1,0,2,0
4452,279,2026-06-08,veteran (1yr+),480,us,desktop,0.0,1,Monday,False,2.9444389791664403,finance,359,0.6908077994428969,treatment,18,short,-0.9594133460221373,15,2,10,0.6666666666666666,0.1333333333333333,0.2064828253507498,0,0,1,2,2,1
10712,279,2026-06-18,veteran (1yr+),490,us,desktop,0.5,2,Thursday,False,4.290459441148391,health,941,0.6886291179596175,treatment,72,long,1.265586612647369,35,1,4,0.1142857142857142,0.0285714285714285,0.2636187711659409,0,2,1,0,4,1
